folioviv,foliohog,numren,id_trabajo,tipoact,numprod,codigo,cosecha,destino,cantidad,valestim
0461430920,1,01,1,5,02,251,0,1,13,3900
0461430920,1,01,1,5,05,240,0,1,1,8000
0461430920,1,01,1,5,08,254,0,1,5,3500
0461430922,1,02,1,5,06,279,0,1,4,320
0461430922,1,02,1,5,01,250,0,1,2,600
0461430922,1,02,1,5,03,263,0,1,2,400
0461430922,1,02,1,5,06,279,0,2,2,120
0461430923,1,01,2,4,01,140,1,1,300,3000
0461430923,1,02,1,5,05,279,0,1,124,8000
0461430923,1,02,1,5,05,279,0,2,50,2400
0461430923,1,02,1,5,03,251,0,1,4,1200
0461430923,1,01,2,4,06,002,1,1,2,2000
0461430923,1,01,2,4,02,040,1,1,50,1000
0461430923,1,01,2,4,04,098,1,1,150,6000
0461430923,1,01,2,4,05,088,1,1,70,700
0461430923,1,02,1,5,02,250,0,1,10,2500
0461430924,1,01,2,5,10,280,0,6,13,1400
0461430924,1,01,2,4,01,088,1,1,600,7800
0461430924,1,01,2,4,01,088,1,6,300,3900
0461430924,1,01,2,4,03,040,1,1,100,2000
0461430924,1,01,2,4,03,040,1,6,200,4000
0461430924,1,01,2,4,04,225,1,1,400,6000
0461430924,1,01,2,4,04,225,1,6,100,1500
0461430924,1,01,2,4,05,044,1,6,50,750
0461430924,1,01,2,4,07,003,1,6,75,2250
0461430924,1,01,2,4,08,184,1,1,20,440
0461430924,1,01,2,4,09,187,1,1,80,1600
0461430924,1,01,2,4,09,187,1,6,20,400
0461430924,1,01,2,5,01,254,0,1,20,16000
0461430924,1,01,2,5,02,250,0,1,10,3000
0461430924,1,01,2,5,08,284,0,2,2550,35700
0461430924,1,01,2,5,09,279,0,2,5,300
0461430924,1,01,2,4,06,146,1,1,45,900
0461430924,1,01,2,4,07,003,1,1,75,2250
0461430924,1,01,2,5,09,279,0,6,18,1344
0461430924,1,01,2,5,10,280,0,1,33,3500
0461430924,1,01,2,5,10,280,0,2,10,900
0501508201,1,01,1,5,01,250,0,1,14,2520
0501508201,1,01,1,5,01,250,0,6,14,2520
0501508201,1,01,1,5,02,279,0,1,20,800
0501508201,1,01,1,5,02,279,0,6,15,600
0501515002,1,01,1,4,01,152,1,6,3000,15000
0501515002,1,01,1,4,01,152,1,1,2000,10000
0501575023,1,01,2,5,01,241,0,1,12,19140
0501575023,1,01,2,5,01,241,0,6,2,3190
0501580814,1,02,1,4,01,162,1,6,50,2000
0501581512,1,01,1,4,01,162,1,1,10,600
0501848714,1,01,1,4,06,079,1,6,40,800
0501848714,1,01,1,4,01,001,1,1,150,3000
0501848714,1,01,1,4,01,001,1,6,150,3000
0501848714,1,01,1,4,02,130,1,1,1000,10000
0501848714,1,01,1,4,02,130,1,6,1000,10000
0501848714,1,01,1,4,03,030,1,1,20,600
0501848714,1,01,1,4,03,030,1,6,20,600
0501848714,1,01,1,4,04,039,1,1,20,400
0501848714,1,01,1,4,04,039,1,6,40,800
0501848714,1,01,1,4,05,211,1,1,80,3200
0501848714,1,01,1,4,05,211,1,6,120,4800
0501848714,1,01,1,4,06,079,1,1,40,800
0502014303,1,01,1,5,02,286,0,6,5,700
0502014303,1,01,1,5,02,286,0,1,12,1680
0562029815,1,02,1,4,02,010,1,6,1500,5500
0562029815,1,02,1,4,03,026,1,6,1400,5000
0562031023,1,01,2,4,02,010,1,6,200,600
0562031403,1,01,1,4,01,200,1,5,200,10000
0562031403,1,01,1,4,01,200,1,3,100,5000
0562031404,1,01,1,4,03,079,1,6,10,400
0562031404,1,01,1,4,03,079,1,3,50,2000
0562031404,1,01,1,4,03,079,1,1,5,200
0562031404,1,01,1,4,02,152,1,6,30,105
0562031404,1,01,1,4,02,152,1,5,500,1750
0562031404,1,01,1,4,02,152,1,4,1000,3500
0562031404,1,01,1,4,02,152,1,3,400,1400
0562031404,1,01,1,4,02,152,1,1,30,105
0562031404,1,01,1,4,01,010,1,5,3500,35000
0562031404,1,01,1,4,01,010,1,4,10500,105000
0562031404,1,01,1,4,01,010,1,3,3500,35000
0562031405,1,01,1,4,01,010,1,5,150,1500
0562031405,1,01,1,4,01,010,1,4,600,6000
0562031405,1,01,1,4,01,010,1,3,1000,10000
0562031406,1,01,1,4,01,152,1,6,600,500
0562031406,1,01,1,4,01,152,1,4,2000,16000
0562031406,1,01,1,4,01,152,1,3,2000,16000
0562031406,1,01,1,4,02,010,1,3,1440,5000
0562031406,1,01,1,4,02,010,1,4,1440,5000
0562031406,1,01,1,4,02,010,1,5,720,2500
0562031406,1,01,1,4,01,152,1,5,600,5000
0562031815,1,01,1,4,01,010,1,6,500,1600
0562032718,1,01,1,5,02,240,0,3,1,13000
0562032924,1,01,1,4,02,140,1,1,500,2500
0562034717,1,01,2,5,04,279,0,1,21,840
0562035616,1,01,1,4,01,200,1,4,10500,12600
0562036306,1,01,1,5,01,283,0,1,672,6720
0562037410,1,01,2,5,02,279,0,1,52,1040
0562037718,1,01,1,4,02,141,1,5,40000,46000
0562037718,1,01,1,4,02,141,1,4,15000,17250
0562037718,1,01,1,4,01,200,1,5,40000,46000
0562037718,1,01,1,4,01,200,1,4,15000,17250
0562039919,1,01,1,5,05,249,0,1,14,2600
0562039919,1,01,1,5,04,274,0,6,21,3900
0562039919,1,01,1,5,04,274,0,1,70,6500
0562039919,1,01,1,4,03,200,1,1,2200,8000
0562039919,1,01,1,4,02,040,1,1,1000,10000
0562039919,1,01,1,4,01,140,1,1,100,1500
0562040023,1,02,1,5,02,274,0,6,6,4800
0562040023,1,02,1,5,02,274,0,1,4,3200
0562040024,1,01,1,4,02,098,1,6,180,5400
0562040813,1,01,1,4,03,194,1,6,1000,1000
0562040813,1,01,1,4,02,088,1,1,1000,8000
0562040813,1,01,1,4,01,140,1,6,1000,6000
0562040813,1,01,1,4,01,140,1,1,2000,12000
0562040818,1,01,1,6,01,407,0,6,2580,25800
0562040818,1,01,1,6,01,407,0,1,1720,17200
0562042824,1,01,1,5,02,249,0,1,60,4800
0562048607,1,02,1,5,09,279,0,1,21,1260
0562048607,1,02,1,5,03,283,0,2,517,2585
0562048607,1,02,1,5,02,274,0,1,6,12000
0562048607,1,02,1,5,10,276,0,1,3,1800
0562048607,1,02,1,5,06,250,0,1,4,600
0562048607,1,02,1,5,04,246,0,1,2,12000
0562048611,1,01,1,5,02,279,0,1,38,2470
0562049919,1,01,1,4,01,152,1,4,2000,16000
0562049924,1,01,1,4,01,152,1,6,200,1600
0562049924,1,01,1,4,01,152,1,1,200,1600
0562050202,1,02,1,5,04,279,0,1,14,280
0562050202,1,02,1,5,04,279,0,6,4,80
0562051816,1,01,1,4,01,088,1,1,4,100
0562053823,1,01,1,6,01,407,0,1,60,360
0562054019,1,01,2,7,01,346,0,2,4740,4752
0562054019,1,03,1,7,01,346,0,2,9060,9072
0562054020,1,01,1,7,01,346,0,2,10080,10080
0562054021,1,01,1,7,01,346,0,2,11010,11010
0562054022,1,01,1,7,01,346,0,2,10890,10890
0562054023,1,01,1,7,01,346,0,2,10380,10380
0562054301,1,01,1,6,01,346,0,2,8400,7200
0562054302,1,01,1,6,01,340,0,2,8400,7200
0562054303,1,01,1,6,01,346,0,2,8400,7200
0562054304,1,04,1,6,01,346,0,2,8400,7200
0562054304,1,01,1,6,01,346,0,2,8400,7200
0562054304,1,03,1,6,01,346,0,2,8400,7200
0562054306,1,01,1,6,01,346,0,2,8400,7200
0562054306,1,03,1,6,01,346,0,2,8400,7200
0562054508,1,01,1,6,01,346,0,2,36000,25200
0562054508,1,02,1,6,01,346,0,2,36000,25200
0562054509,1,01,1,6,01,346,0,2,57600,67900
0562054510,1,02,1,6,01,346,0,2,38400,33600
0562054511,1,01,1,6,01,346,0,2,38400,33600
0562054511,1,03,1,6,01,346,0,2,168000,146160
0562054813,1,02,1,4,01,200,1,5,2000,19000
0562054813,1,02,1,4,01,200,1,6,1000,9500
0562054813,1,02,1,4,01,200,1,1,13000,123500
0562054816,1,01,1,6,01,408,0,6,60,2400
0562054816,1,01,1,6,02,346,0,1,150,12000
0562054816,1,01,1,6,03,407,0,1,2000,3100
0562054816,1,01,1,6,01,408,0,1,20,800
0562056202,1,01,2,5,02,279,0,1,39,2340
0562056202,1,01,2,4,02,200,1,1,40,1200
0562056202,1,01,2,4,01,161,1,1,30,1410
0562056407,1,03,1,5,01,244,0,3,8,8000
0562056407,1,03,1,5,01,244,0,1,6,56000
0562056407,1,03,1,5,02,283,0,1,360,4320
0562056409,1,01,2,5,01,268,0,3,1,9000
0562056410,1,01,1,5,04,283,0,1,180,2160
0562056410,1,01,1,5,03,244,0,1,3,4000
0562056410,1,01,1,5,03,244,0,6,1,2000
0562056412,1,02,1,5,01,250,0,3,2,200
0562056412,1,02,1,5,01,250,0,6,13,1300
0562056412,1,02,1,5,01,250,0,1,5,500
0562058813,1,01,1,5,02,274,0,1,4,4000
0562058813,1,01,1,5,03,283,0,2,6000,60000
0562058813,1,01,1,5,02,274,0,6,3,3000
0562058816,1,01,1,5,03,283,0,2,2700,27000
0562058816,1,01,1,5,03,283,0,1,300,3000
0562058816,1,01,1,5,02,274,0,1,4,4000
0562059924,1,01,1,7,01,418,0,2,20000,120000
0562060612,1,01,1,5,03,274,0,7,1,1000
0562060813,1,01,1,4,01,140,1,1,1000,5000
0562061202,1,01,2,4,01,200,1,3,5000,17500
0562061204,1,01,1,5,01,244,0,3,23,57500
0562062406,1,01,1,5,02,283,0,1,730,7300
0562062406,1,01,1,5,03,274,0,1,14,1001
0562063509,1,01,2,4,01,162,1,1,10,500
0562063509,1,01,2,4,01,162,1,6,10,500
0562063919,1,01,1,4,01,162,1,6,36,2232
0562064407,1,02,1,4,01,161,1,7,2,50
0562064407,1,01,1,5,03,283,0,2,1104,11040
0562064407,1,01,2,6,01,473,0,1,1,20
0562064407,1,01,2,6,01,473,0,6,3,60
0562064407,1,02,1,4,01,161,1,1,12,300
0562064820,1,04,1,4,01,010,1,1,1708,5978
0562064821,1,01,1,5,02,266,0,1,600,31200
0562066411,1,01,1,4,01,152,1,1,200,1000
0562066411,1,01,1,4,01,152,1,4,3000,15000
0562066411,1,01,1,4,01,152,1,6,70,350
0562066617,1,01,1,4,01,152,1,1,110,550
0562066920,1,01,1,4,01,152,1,1,100,500
0562067507,1,01,1,4,01,084,1,1,5,350
0562067507,1,01,1,4,01,084,1,6,50,3500
0602069508,1,01,1,4,01,133,1,6,140,1190
0602069508,1,01,1,4,01,133,1,1,360,3060
0602071404,1,02,2,5,04,279,0,1,57,2565
0602071404,1,02,2,5,01,250,0,1,3,300
0602071814,1,01,1,4,01,133,1,1,100,2000
0602071815,1,01,2,5,04,279,0,1,29,1972
0602071815,1,01,2,5,03,263,0,1,6,800
0602071815,1,01,2,5,02,251,0,1,4,1500
0602071815,1,01,2,5,01,250,0,1,9,1000
0602124601,1,01,1,5,04,279,0,1,25,1000
0602135402,1,02,1,5,02,240,0,6,1,13250
0602135402,1,02,1,5,04,284,0,2,39600,673200
0602159920,1,01,2,4,04,040,1,1,40,200
0602159920,1,01,2,4,04,040,1,6,200,1000
0602159920,1,01,2,4,02,088,1,6,24,400
0602159920,1,01,2,4,02,088,1,1,150,2499
0602159920,1,01,2,4,01,140,1,1,300,1800
0602160204,1,02,1,5,04,279,0,1,1,70
0602160204,1,01,2,4,02,193,1,1,6,60
0602160204,1,01,2,4,04,141,1,1,33,33
0602160204,1,01,2,4,05,088,1,1,12,72
0602160204,1,02,1,5,01,251,0,6,2,100
0602160204,1,01,2,4,01,126,1,1,20,300
0602160713,1,02,2,4,02,194,1,6,200,400
0602161713,1,01,2,4,01,141,1,4,300,1100
0602161713,1,01,2,4,01,141,1,6,80,280
0602161713,1,01,2,4,01,141,1,7,100,360
0602161713,1,01,2,4,01,141,1,1,20,72
0602165617,1,02,2,5,04,279,0,1,29,1044
0602165617,1,02,2,5,04,279,0,6,7,252
0602175001,1,03,1,9,02,561,0,1,5,175
0602175001,1,03,1,9,01,566,0,1,10,1000
0602175001,1,03,1,9,03,544,0,1,5,1000
0602176303,1,01,2,5,04,279,0,1,432,2160
0602181402,1,01,1,4,01,161,1,6,3,120
0602181402,1,01,1,4,01,161,1,1,24,960
0602181404,1,01,1,9,01,572,0,1,416,12480
0602259003,1,01,1,5,05,279,0,1,40,1600
0602269020,1,01,1,5,05,284,0,6,156,4524
0602269020,1,01,1,5,01,268,0,6,1,14000
0602269020,1,01,1,5,05,284,0,1,104,3016
0602269023,1,01,1,4,02,088,1,1,100,500
0602269023,1,01,1,4,02,088,1,6,200,1000
0602269023,1,01,1,5,02,240,0,6,1,12000
0602269817,1,01,1,5,04,284,0,1,720,14400
0602269817,1,01,1,4,02,140,1,6,100,2000
0602269817,1,01,1,4,03,039,1,1,300,7500
0602269817,1,01,1,4,02,140,1,1,50,1000
0602270304,1,01,1,5,01,249,0,1,10,20000
0602270304,1,01,1,4,03,088,1,6,30,125
0602270304,1,01,1,5,05,241,0,6,10,10000
0602270304,1,01,1,5,04,279,0,6,2642,92470
0602270304,1,01,1,5,04,279,0,1,25,875
0602270304,1,01,1,5,03,251,0,6,3,450
0602270304,1,01,1,5,02,250,0,6,30,900
0602270304,1,01,1,5,01,249,0,6,4,7000
0602273022,1,01,1,5,04,284,0,1,21900,328500
0602273302,1,01,2,5,02,279,0,1,40,1800
0602273302,1,01,2,4,01,140,1,1,250,1350
0602273303,1,01,2,5,03,284,0,2,2190,21900
0602273512,1,01,2,4,03,120,1,1,15,225
0602273512,1,01,2,4,02,088,1,1,30,150
0602273512,1,01,2,4,01,141,1,1,50,250
0602273512,1,01,2,4,04,194,1,6,2000,3000
0602275608,1,04,1,5,04,274,0,1,120,12000
0602277715,1,02,1,4,01,141,1,1,50,500
0602277715,1,02,1,4,01,141,1,6,1000,8000
0602280715,1,01,1,4,01,133,1,1,28,110
0602286920,1,01,1,4,01,187,1,6,120,840
0602286920,1,01,1,4,01,187,1,1,30,210
0602352205,1,01,1,4,02,088,1,1,17,90
0662383019,1,02,1,5,05,284,0,2,800,16000
0662383019,1,02,1,5,01,268,0,3,1,12000
0662383019,1,02,1,5,01,268,0,4,1,12000
0662383024,1,01,1,5,05,284,0,2,69375,69375
0662383024,1,01,1,5,01,268,0,4,5,61252
0662383024,1,01,1,5,01,268,0,1,1,12250
0662383024,1,01,1,4,01,133,1,3,180,1440
0662383024,1,01,1,4,01,133,1,1,30,240
0662384204,1,01,1,4,01,133,1,1,4,60
0662384204,1,01,1,4,01,133,1,6,50,750
0662384507,1,01,1,4,02,203,1,6,100,1400
0662384507,1,01,1,4,02,203,1,1,100,1400
0662384507,1,01,1,4,01,133,1,6,200,1600
0662384507,1,01,1,4,01,133,1,1,200,1600
0662384715,1,01,1,4,02,144,1,6,25,200
0662384715,1,01,1,4,02,144,1,1,25,200
0662384715,1,01,1,4,01,133,1,6,60,440
0662384715,1,01,1,4,01,133,1,1,120,880
0662384715,1,01,1,4,03,055,1,6,50,500
0662384715,1,01,1,4,03,055,1,1,50,500
0662384715,1,01,1,5,05,284,0,1,5040,75600
0662384715,1,01,1,5,05,284,0,2,5040,75600
0662384921,1,01,1,4,01,133,1,1,200,600
0662384921,1,01,1,4,01,133,1,6,400,2400
0662386507,1,01,1,4,05,133,1,1,60,2100
0662386507,1,01,1,4,05,133,1,6,12,420
0662386713,1,01,2,4,02,187,1,6,30,300
0662386713,1,01,2,4,02,187,1,1,500,5000
0662386713,1,01,2,4,01,172,1,6,20,200
0662386713,1,01,1,5,03,250,0,1,5,500
0662386713,1,01,1,5,04,279,0,1,52,2496
0662386713,1,01,2,4,01,172,1,1,50,500
0662386717,1,01,1,5,04,240,0,3,2,20000
0662386717,1,01,1,5,03,250,0,6,200,200
0662386717,1,01,1,5,03,250,0,1,20,2000
0662386717,1,01,1,5,02,246,0,1,2,15000
0662386717,1,01,1,5,05,279,0,1,13,625
0662386717,1,01,1,5,05,279,0,2,3,120
0662386717,1,01,1,5,06,284,0,1,420,6300
0662386717,1,01,1,5,06,284,0,2,57030,855450
0662386717,1,01,1,5,06,284,0,6,50,750
0662386717,1,01,1,5,01,268,0,3,2,24000
0662387202,1,02,1,5,05,279,0,1,22,880
0662387205,1,02,1,4,05,161,1,1,3,45
0662387921,1,01,1,9,01,584,0,1,30,2100
0662387921,1,01,1,9,02,559,0,1,30,1050
0662387921,1,01,1,9,03,594,0,6,50,1250
0662387921,1,01,1,9,04,588,0,1,20,900
0662387921,1,01,1,9,06,548,0,6,20,500
0662387921,1,01,2,5,02,250,0,6,5,400
0662387921,1,01,2,5,02,250,0,1,20,1600
0662387921,1,01,1,9,07,517,0,1,20,2200
0662387922,1,01,1,4,03,133,1,6,39,195
0662387922,1,01,1,4,03,133,1,1,1,5
0662387924,1,01,1,4,01,198,1,6,960,14400
0662387924,1,01,1,4,01,198,1,1,40,600
0662388018,1,02,1,9,05,517,0,6,12,1800
0662388018,1,02,1,9,05,517,0,1,6,900
0662388018,1,02,1,9,04,594,0,6,20,1000
0662388018,1,02,1,9,04,594,0,1,16,800
0662388018,1,02,1,9,03,559,0,6,64,8640
0662388018,1,02,1,9,03,559,0,1,12,1620
0662388018,1,02,1,9,01,588,0,1,15,1500
0662388018,1,02,1,9,01,588,0,6,60,6000
0662388019,1,01,1,4,02,040,1,1,90,600
0662388019,1,01,1,4,05,194,1,6,2000,12000
0662388019,1,01,1,4,01,133,1,1,240,8880
0662388019,1,01,1,4,01,133,1,6,24,888
0662388019,1,01,1,4,02,040,1,6,60,400
0662388817,1,01,1,4,01,133,1,1,30,150
0662388817,1,01,1,4,01,133,1,6,180,900
0662390713,1,01,1,4,01,133,1,1,52,832
0662390717,1,01,2,5,04,279,0,1,9,360
0662390919,1,02,1,5,01,250,0,6,2,240
0662390919,1,02,1,5,02,263,0,1,8,640
0662390919,1,02,1,5,04,279,0,1,40,2560
0662391410,1,01,2,5,03,250,0,1,4,300
0662391410,1,01,2,5,04,279,0,2,2,90
0662391410,1,01,2,5,04,279,0,6,2,36
0662391410,1,01,2,5,01,251,0,6,1,700
0662391410,1,01,2,5,01,251,0,1,2,1400
0662391410,1,01,2,5,04,279,0,1,1,36
0662391412,1,02,1,5,01,263,0,3,2,360
0662391412,1,02,1,5,01,263,0,1,4,720
0662391412,1,02,1,5,01,263,0,6,2,360
0662391717,1,02,2,5,02,250,0,1,10,1000
0662391718,1,01,1,5,04,279,0,1,48,3010
0662391718,1,01,1,5,02,250,0,1,36,7200
0662391718,1,01,1,5,04,279,0,6,20,1260
0662391718,1,01,1,5,01,251,0,1,4,800
0662391919,1,01,1,4,02,088,1,1,180,2500
0662391920,1,02,1,4,02,088,1,1,150,3750
0662391922,1,01,1,4,02,088,1,1,175,2400
0662391922,1,01,1,5,04,284,0,1,144,1584
0662391922,1,01,1,4,02,088,1,6,35,480
0662391923,1,01,1,5,06,284,0,2,755,9060
0662391923,1,01,1,5,06,284,0,1,1095,13143
0662391923,1,01,1,4,02,088,1,1,300,3780
0662392816,1,01,1,4,02,088,1,1,50,350
0662392817,1,01,2,5,03,279,0,1,14,1120
0662392817,1,01,2,5,01,250,0,1,5,500
0662393021,1,01,1,5,04,284,0,1,64,1024
0662393021,1,01,1,5,04,284,0,2,176,2816
0662393021,1,01,1,5,07,279,0,1,33,1716
0662393304,1,01,1,4,01,041,1,1,2,20
0662393304,1,01,1,4,01,041,1,6,28,280
0662395607,1,01,1,4,02,088,1,1,200,1500
0662395815,1,01,1,5,03,284,0,1,780,6240
0662395815,1,01,1,5,03,284,0,2,8736,69888
0662395818,1,01,2,4,01,186,1,1,100,500
0662395818,1,01,2,4,02,055,1,1,100,2000
0662395818,1,01,2,4,05,161,1,1,200,5000
0662395818,1,01,2,4,07,140,1,1,200,1000
0662396301,1,01,1,4,02,088,1,1,300,4500
0662396301,1,01,1,4,02,088,1,6,150,2250
0662396301,1,01,1,4,04,125,1,1,1,200
0662396301,1,01,1,5,04,284,0,2,25484,382260
0662396301,1,01,1,5,05,244,0,1,1,2000
0662396302,1,04,1,5,01,250,0,1,2,300
0662396302,1,04,1,5,05,279,0,1,465,1860
0662396305,1,01,1,4,02,125,1,1,10,2000
0662396510,1,01,1,4,03,133,1,1,3,60
0662396510,1,01,1,5,05,284,0,1,360,5760
0662396510,1,01,1,5,05,284,0,2,1800,28800
0662396510,1,01,1,5,05,284,0,6,240,3840
0662396714,1,01,2,5,01,250,0,1,1,100
0662396714,1,01,2,5,01,250,0,6,2,200
0662396715,1,01,2,5,06,279,0,1,840,3360
0662396919,1,01,1,4,01,140,1,1,500,3000
0662396919,1,01,1,4,02,088,1,1,160,333
0662396919,1,01,1,4,04,125,1,1,20,4400
0662396919,1,01,1,4,04,125,1,6,10,2200
0662396920,1,01,1,4,02,088,1,1,100,5000
0662396920,1,01,1,4,03,125,1,1,10,1600
0662396920,1,01,1,4,03,125,1,6,5,800
0662396921,1,02,1,5,03,284,0,1,260,2600
0662396921,1,02,1,5,03,284,0,2,910,9100
0662396922,1,02,1,4,02,088,1,1,15,190
0662397202,1,01,1,5,03,246,0,1,1,8000
0662397202,1,01,1,5,03,246,0,2,40,9600
0662397202,1,01,1,5,05,279,0,1,1300,3900
0662397205,1,01,1,5,01,268,0,1,1,10000
0662397205,1,01,1,5,02,284,0,1,730,4380
0662397205,1,01,1,5,02,284,0,2,10220,61320
0662397617,1,01,1,4,01,125,1,6,5,900
0662397820,1,01,1,5,09,284,0,6,730,21170
0662397820,1,01,1,5,09,284,0,2,2190,63510
0662397820,1,01,1,5,09,284,0,1,730,21170
0662397820,1,01,1,5,08,279,0,6,28,1792
0662397820,1,01,1,5,08,279,0,1,40,2560
0662397820,1,01,1,5,06,263,0,1,24,2400
0662397820,1,01,1,4,02,140,1,1,40,1000
0662397820,1,01,1,4,02,140,1,6,260,6500
0662397821,1,01,1,5,04,284,0,1,1095,31755
0662397821,1,01,1,5,04,284,0,6,1095,31755
0662397821,1,01,1,5,05,279,0,1,69,4416
0662397821,1,01,1,5,05,279,0,6,68,4352
0662397823,1,01,1,5,05,250,0,1,4,600
0662397823,1,01,1,4,03,140,1,6,120,3000
0662397823,1,01,1,5,08,284,0,6,730,21170
0662397823,1,01,1,5,08,284,0,1,730,21170
0662397823,1,01,1,5,07,279,0,1,50,3200
0662397823,1,01,1,4,03,140,1,1,40,1000
0662398019,1,01,1,9,01,594,0,1,12,1320
0662398020,1,01,1,4,01,172,1,1,500,2500
0662398020,1,01,1,4,02,146,1,1,200,3000
0662398021,1,01,2,5,05,279,0,1,12,1152
0662398021,1,01,2,5,03,263,0,1,12,1200
0662398022,1,01,1,5,03,284,0,1,730,14600
0662398022,1,01,1,5,03,284,0,2,7600,152000
0662398022,1,01,1,5,06,279,0,2,30,2400
0662398022,1,01,1,5,06,279,0,6,8,640
0662398022,1,01,1,5,03,284,0,6,70,1400
0662398022,1,01,1,5,04,250,0,1,24,2880
0662398022,1,01,1,5,06,279,0,1,52,4160
0662398024,1,01,1,5,03,284,0,2,720,10800
0662398305,1,01,1,4,02,172,1,1,2,10
0662398305,1,01,1,4,01,133,1,6,10,50
0662398305,1,01,1,4,01,133,1,1,2,20
0662398306,1,02,1,5,03,284,0,1,500,12500
0662398306,1,02,1,5,03,284,0,2,1680,42000
0662398306,1,02,1,5,02,250,0,6,2,200
0662398306,1,01,1,4,01,140,1,1,400,2400
0662398306,1,01,1,5,01,268,0,2,10,150000
0662398306,1,01,1,5,04,240,0,6,1,10000
0662398306,1,01,1,5,05,284,0,1,2380,59500
0662398306,1,02,1,5,01,268,0,2,10,120000
0662398306,1,02,1,5,02,250,0,1,2,200
0662398508,1,01,2,4,01,107,1,1,3,150
0662398511,1,02,1,9,01,504,0,1,40,4000
0662398511,1,02,1,9,01,504,0,6,10,1000
0662398718,1,01,1,5,11,248,0,6,2,450
0662398718,1,01,1,5,06,250,0,1,4,600
0662398718,1,01,1,5,07,279,0,1,95,9000
0662399204,1,01,1,5,03,284,0,1,400,4800
0662399204,1,01,1,5,03,284,0,2,20000,240000
0662399204,1,01,1,5,03,284,0,6,460,5520
0662399919,1,02,1,5,03,263,0,1,10,1500
0662399919,1,02,1,5,05,279,0,1,108,7560
0662399919,1,02,1,5,01,250,0,1,24,2400
0662400019,1,02,1,4,02,088,1,1,80,400
0662400021,1,01,1,5,06,284,0,1,2136,17088
0662400021,1,01,1,5,06,284,0,2,1080,8640
0662400021,1,01,1,4,06,088,1,1,20,480
0662400023,1,02,2,4,01,140,1,1,750,30000
0662400023,1,02,2,4,02,088,1,1,23,575
0662400023,1,02,2,4,03,039,1,1,50,1000
0662400023,1,02,2,4,04,193,1,1,1,20
0662400023,1,02,2,4,04,193,1,6,20,400
0662400024,1,01,2,4,02,088,1,6,40,500
0662400024,1,01,2,4,02,088,1,1,40,500
0662400302,1,01,1,5,04,251,0,6,1,1000
0662400302,1,01,1,5,06,263,0,1,10,500
0662400302,1,01,1,5,03,284,0,2,1830,14640
0662400302,1,01,1,5,04,251,0,4,10,10000
0662400302,1,01,1,5,07,279,0,1,38,1824
0662400305,1,01,2,5,03,279,0,1,28,1400
0662400306,1,01,2,4,04,184,1,1,20,400
0662400306,1,01,2,4,05,187,1,1,70,700
0662400306,1,01,2,4,06,133,1,1,15,150
0662400306,1,01,2,5,05,284,0,1,459,4590
0662400306,1,01,2,5,05,284,0,2,459,4590
0662400306,1,01,2,4,02,088,1,1,80,2000
0662400306,1,01,2,4,01,140,1,1,364,2184
0662400306,1,01,2,5,05,284,0,6,612,6120
0662400306,1,01,2,4,03,194,1,4,3000,15000
0662400814,1,01,1,4,02,125,1,6,300,60000
0662400815,1,01,1,4,01,140,1,6,100,800
0662400815,1,01,1,4,01,140,1,1,1400,11200
0662401203,1,02,1,5,04,279,0,1,14,756
0662401203,1,02,1,5,04,279,0,7,7,378
0662401203,1,02,1,4,01,055,1,1,5,50
0662401203,1,02,1,4,03,229,1,1,1,15
0662401203,1,02,1,4,03,229,1,6,4,60
0662401203,1,02,1,5,01,263,0,1,2,400
0662401203,1,02,1,4,04,140,1,6,5,50
0662401203,1,02,1,4,05,088,1,1,15,225
0662401203,1,02,1,4,05,088,1,6,15,225
0662401203,1,02,1,4,06,197,1,6,100,400
0662401203,1,02,1,4,04,140,1,1,15,150
0662401922,1,01,1,4,02,037,1,6,5,50
0662401922,1,01,1,4,02,037,1,1,10,100
0662401922,1,01,1,4,01,133,1,1,15,375
0662401922,1,01,1,4,01,133,1,6,50,1250
0662402509,1,02,2,5,01,244,0,6,2,2800
0662402509,1,02,2,5,03,283,0,2,240,1920
0662402713,1,02,2,4,02,088,1,1,80,560
0662402713,1,02,2,4,01,140,1,1,100,700
0662403021,1,01,2,4,11,088,1,6,25,250
0662403021,1,01,2,4,11,088,1,1,100,1000
0662403021,1,01,2,4,07,107,1,6,3,120
0662403021,1,01,2,4,07,107,1,1,15,600
0662403021,1,01,1,6,01,407,0,1,99,13860
0662403023,1,01,2,4,02,040,1,6,17,850
0662403023,1,01,2,4,01,140,1,1,100,800
0662403023,1,01,2,4,01,140,1,5,50,400
0662403023,1,01,2,4,01,140,1,6,88,704
0662403023,1,01,2,4,02,040,1,1,10,500
0662403023,1,01,2,4,02,040,1,5,10,500
0662403607,1,01,1,4,03,088,1,1,2,10
0662403612,1,02,1,5,03,284,0,2,300,4500
0662403815,1,01,2,4,02,088,1,1,58,580
0662403817,1,01,1,4,04,039,1,1,20,700
0662404203,1,02,1,4,02,088,1,1,10,80
0662404205,1,02,1,4,01,140,1,1,300,1800
0662404205,1,02,1,4,02,040,1,1,12,36
0662404206,1,01,2,5,03,284,0,4,900,20700
0662404206,1,01,2,4,02,040,1,1,100,300
0662404206,1,01,2,4,01,140,1,1,500,3000
0662404407,1,01,2,4,01,161,1,1,2,30
0662404410,1,01,2,4,01,161,1,6,30,50
