folioviv,foliohog,numren,id_trabajo,tipoact,numprod,codigo,cosecha,aparce,nocos,vendio,uso_hog,uso_prod,deu_hog,deu_neg,pag_trab,uso_reg,uso_int,cicloagr,cantidad,cant_venta,vtapie,valor,preciokg,val_venta
1264425401,1,01,1,4,09,194,1,2,,2,2,1,2,2,2,2,2,1,500, , ,2000,4, 
1264425401,1,01,1,4,10,035,1,2,,1,1,1,2,2,2,1,2,1,40,4, ,1200,30,120
1264425401,1,01,1,5,01,250,0,2,,2,1,2,2,2,2,2,2,,5, , ,1000,200, 
1264425401,1,01,1,5,02,251,0,2,,2,1,2,2,2,2,2,2,,7, , ,1400,200, 
1264425401,1,01,1,5,03,262,0,2,,2,2,2,2,2,2,2,2,,8, , ,640,80, 
1264425401,1,01,1,5,04,254,0,2,,2,1,2,2,2,2,2,2,,13, , ,10010,770, 
1264425401,1,01,1,5,05,246,0,2,,2,2,2,2,2,2,2,2,,4, , ,14400,3600, 
1264425401,1,01,1,5,06,275,0,2,,2,2,2,2,2,2,2,2,,4, , ,2400,600, 
1264425401,1,01,1,5,07,244,0,2,,1,1,2,2,2,2,2,2,,9,1, ,9000,1000,1000
1264425401,1,01,1,5,08,279,0,2,,2,2,1,2,2,2,2,2,,17, , ,1385,81.47, 
1264425402,1,01,1,4,01,140,1,2,,2,1,1,2,2,2,1,2,1,1500, , ,8400,5.6, 
1264425402,1,01,1,4,02,088,1,2,,2,1,2,2,2,2,1,2,2,20, , ,360,18, 
1264425402,1,01,1,4,03,040,1,2,,2,2,1,2,2,2,2,2,1,1000, , ,4000,4, 
1264425402,1,01,1,4,04,039,1,2,,2,1,2,2,2,2,2,2,2,3, , ,180,60, 
1264425402,1,01,1,4,05,229,1,2,,2,1,2,2,2,2,2,2,2,1, , ,20,90, 
1264425402,1,01,1,4,06,199,1,2,,1,1,1,2,2,2,2,2,1,105,75, ,2100,20,1500
1264425402,1,01,1,4,07,194,1,2,,2,2,2,2,2,2,1,2,1,6000, , ,30000,5, 
1264425402,1,01,1,4,08,125,1,2,,2,1,1,2,2,2,2,2,1,23, , ,1380,60, 
1264425402,1,01,1,5,01,250,0,2,,1,1,2,2,2,2,2,2,,13,3, ,2600,200,600
1264425402,1,01,1,5,02,263,0,2,,2,1,2,2,2,2,2,2,,11, , ,2200,200, 
1264425402,1,01,1,5,03,262,0,2,,2,2,2,2,2,2,2,2,,10, , ,800,80, 
1264425402,1,01,1,5,04,246,0,2,,2,2,2,2,2,2,2,2,,1, , ,3600,3600, 
1264425402,1,01,1,5,05,279,0,2,,2,1,1,2,2,2,2,2,,44, , ,3650,82.95, 
1264425402,1,01,1,5,06,254,0,2,,2,2,2,2,2,2,2,2,,1, , ,250,250, 
1264425402,1,02,2,4,01,106,1,2,,2,1,2,2,2,2,1,2,2,2, , ,200,100, 
1264425402,1,02,2,4,02,161,1,2,,2,1,2,2,2,2,1,2,2,16, , ,768,48, 
1264425402,1,02,2,4,03,139,2,2,1,,,,,,,,,, , , , , , 
1264425402,1,02,2,4,04,133,2,2,1,,,,,,,,,, , , , , , 
1264425404,1,01,1,4,01,140,1,2,,2,1,1,2,2,2,1,2,1,2000, , ,4000,600, 
1264425404,1,01,1,4,02,088,1,2,,2,1,2,2,2,2,2,2,2,30, , ,560,1866, 
1264425404,1,01,1,4,03,194,1,2,,2,2,1,2,2,2,2,2,1,2000, , ,10000,500, 
1264425406,1,01,2,4,01,140,1,2,,2,1,1,2,2,2,2,2,1,1000, , ,6000,6, 
1264425406,1,01,2,4,02,088,1,2,,2,1,2,2,2,2,2,2,2,24, , ,360,15, 
1264425406,1,01,2,4,03,040,1,2,,2,1,1,2,2,2,1,2,1,3000, , ,21000,7, 
1264425406,1,01,2,4,04,039,1,2,,2,1,2,2,2,2,2,2,2,4, , ,220,55, 
1264425406,1,01,2,4,05,229,1,2,,2,1,2,2,2,2,2,2,2,2, , ,200,100, 
1264425406,1,01,2,4,06,199,1,2,,2,1,1,2,2,2,2,2,1,105, , ,3150,30, 
1264425406,1,01,2,4,07,194,1,2,,2,2,2,2,2,2,1,2,1,1300, , ,5200,4, 
1264425406,1,01,2,5,01,246,0,2,,2,1,2,2,2,2,2,2,,4, , ,43200,10800, 
1264425610,1,01,1,4,01,140,1,2,,2,1,2,2,2,2,2,2,1,250, , ,1900,7.6, 
1264425610,1,01,1,4,02,088,1,2,,2,1,2,2,2,2,2,2,2,14, , ,210,15, 
1264425610,1,01,1,4,03,200,1,2,,1,2,2,2,2,2,2,2,1,1116,1116, ,8928,8,8928
1264425610,1,01,1,4,04,006,1,2,,1,2,2,2,2,2,2,2,1,30,30, ,900,30,900
1264425610,1,01,1,4,05,194,1,2,,2,2,1,2,2,2,2,2,1,1020, , ,7140,7, 
1264425610,1,01,1,5,01,250,0,2,,2,1,2,2,2,2,2,2,,9, , ,1800,200, 
1264425610,1,01,1,5,02,251,0,2,,2,1,2,2,2,2,2,2,,2, , ,460,230, 
1264425610,1,01,1,5,03,263,0,2,,2,2,2,2,2,2,2,2,,3, , ,300,100, 
1264425610,1,01,1,5,04,279,0,2,,2,2,2,2,2,2,1,2,,1, , ,90,90, 
1264425611,1,02,2,5,01,250,0,2,,2,1,2,2,2,2,2,2,,18, , ,3600,200, 
1264425611,1,02,2,5,02,251,0,1,,2,1,2,2,2,2,2,2,,6, , ,1380,230, 
1264425611,1,02,2,5,03,263,0,2,,2,2,2,2,2,2,2,2,,6, , ,600,100, 
1264425611,1,02,2,5,04,262,0,2,,2,2,2,2,2,2,2,2,,10, , ,350,35, 
1264425611,1,02,2,5,05,279,0,2,,2,1,2,2,2,2,2,2,,76, , ,7000,92.11, 
1264425612,1,01,1,4,01,140,1,2,,2,1,1,2,2,2,2,2,1,640, , ,7040,11, 
1264425612,1,01,1,4,02,088,1,2,,1,1,2,2,2,2,1,2,3,1344,1200, ,19596,14.58,17496
1264425612,1,01,1,4,03,006,1,2,,1,2,1,2,2,2,2,2,1,462,455, ,13860,30,13650
1264425612,1,01,1,4,04,194,1,2,,1,2,1,2,2,1,2,2,1,2500,1000, ,20000,8,8000
1264425612,1,01,1,4,05,039,1,2,,2,1,2,2,2,2,2,2,2,10, , ,400,40, 
1264425612,1,01,1,4,06,229,1,2,,2,1,2,2,2,2,2,2,2,1, , ,80,80, 
1264425612,1,01,1,4,07,185,2,2,1,,,,,,,,,, , , , , , 
1264425612,1,01,1,4,08,199,2,2,1,,,,,,,,,, , , , , , 
1264425612,1,01,1,4,09,125,2,2,1,,,,,,,,,, , , , , , 
1264425612,1,01,1,5,01,250,0,2,,2,1,2,2,2,2,2,2,,20, , ,4000,200, 
1264425612,1,01,1,5,02,251,0,2,,2,1,2,2,2,2,2,2,,9, , ,2070,230, 
1264425612,1,01,1,5,03,263,0,2,,2,2,2,2,2,2,2,2,,8, , ,800,100, 
1264425612,1,01,1,5,04,279,0,2,,2,2,2,2,2,2,1,2,,5, , ,450,90, 
1264425813,1,01,1,4,01,140,1,2,,2,1,1,2,2,2,1,2,1,500, , ,3500,7, 
1264425813,1,01,1,4,02,088,1,2,,1,1,2,2,2,2,1,2,1,75,25, ,1125,15,375
1264425813,1,01,1,4,03,098,1,2,,2,1,2,2,2,2,2,2,1,25, , ,1000,40, 
1264425813,1,01,1,4,04,087,1,2,,2,1,2,2,2,2,2,2,1,2, , ,20,10, 
1264425813,1,01,1,4,05,035,1,2,,1,1,2,2,2,2,1,2,1,250,200, ,5000,20,4000
1264425813,1,01,1,4,06,194,1,2,,2,2,1,2,2,2,2,2,1,1000, , ,5000,5, 
1264425813,1,01,1,5,01,251,0,2,,2,2,2,2,2,2,2,2,,2, , ,360,180, 
1264425813,1,01,1,5,02,250,0,2,,1,1,2,2,2,2,2,2,,20,10, ,3000,150,1500
1264425813,1,01,1,5,03,262,0,2,,2,2,2,2,2,2,2,2,,24, , ,480,20, 
1264425813,1,01,1,5,04,279,0,2,,2,1,2,2,2,2,2,2,,7, , ,575,82.14, 
1264425813,1,01,1,5,05,246,0,2,,2,2,2,2,2,2,2,2,,1, , ,3800,3800, 
1264425813,1,01,1,5,06,275,0,2,,1,1,2,2,2,2,2,2,,12,4, ,18000,1500,6000
1264425817,1,01,1,4,01,140,1,2,,2,1,1,2,2,2,2,2,1,500, , ,3500,7, 
1264425817,1,01,1,4,02,088,1,2,,2,1,2,2,2,2,2,2,1,8, , ,125,15.62, 
1264425817,1,01,1,4,03,098,1,2,,2,1,2,2,2,2,2,2,1,2, , ,80,40, 
1264425817,1,01,1,4,04,087,1,2,,2,1,2,2,2,2,2,2,1,2, , ,20,10, 
1264425817,1,01,1,4,05,006,1,2,,1,1,2,2,2,2,2,2,1,50,15, ,750,15,225
1264425817,1,01,1,4,06,194,1,2,,2,2,1,2,2,2,2,2,1,500, , ,2500,5, 
1264425817,1,01,1,5,01,251,0,2,,2,2,2,2,2,2,2,2,,2, , ,360,180, 
1264425817,1,01,1,5,02,250,0,2,,1,1,2,2,2,2,2,2,,16,2, ,2400,150,300
1264425817,1,01,1,5,03,279,0,2,,1,1,2,2,2,2,2,2,,9,2, ,750,83.33,150
1264425818,1,01,1,4,01,140,1,2,,1,1,2,2,1,2,2,2,1,1500,200, ,10500,7,1400
1264425818,1,01,1,4,02,088,1,2,,2,1,2,2,2,2,2,2,1,15, , ,225,15, 
1264425818,1,01,1,4,03,194,1,2,,2,2,2,2,2,2,1,2,1,1000, , ,5000,5, 
1264426301,1,01,1,4,01,140,2,2,1,,,,,,,,,, , , , , , 
1264426301,1,01,1,4,02,040,2,2,1,,,,,,,,,, , , , , , 
1264426301,1,01,1,4,03,098,2,2,1,,,,,,,,,, , , , , , 
1264426301,1,01,1,5,01,244,0,2,,1,2,2,2,2,2,2,2,,19,3, ,24700,1300,3900
1264426301,1,01,1,5,02,250,0,2,,2,2,2,2,2,2,2,2,,1, , ,200,200, 
1264426301,1,01,1,5,03,263,0,2,,1,2,2,2,2,2,1,2,,11,5, ,1650,150,750
1264426301,1,01,1,5,04,262,0,2,,2,2,2,2,2,2,2,2,,1, , ,50,50, 
1264426301,1,01,1,5,05,259,0,2,,2,1,2,2,2,2,2,2,,11, , ,550,50, 
1264426301,1,01,1,5,06,279,0,2,,2,1,2,2,2,2,2,2,,10, , ,800,80, 
1264426302,1,01,1,5,01,250,0,2,,2,1,2,2,2,2,2,2,,14, , ,2800,200, 
1264426302,1,01,1,5,02,263,0,2,,2,2,2,2,2,2,2,2,,13, , ,1950,150, 
1264426302,1,01,1,5,03,262,0,2,,2,2,2,2,2,2,2,2,,7, , ,350,50, 
1264426302,1,01,1,5,04,279,0,2,,2,1,2,2,2,2,2,2,,80, , ,6400,80, 
1264426302,1,01,1,5,05,246,0,2,,1,2,1,2,2,2,2,2,,12,3, ,18000,1500,4500
1264426302,1,01,1,5,06,275,0,2,,2,2,2,2,2,2,2,2,,11, , ,7700,700, 
1264426303,1,01,2,5,01,250,0,2,,1,2,2,2,2,2,2,2,,14,4, ,2800,200,800
1264426303,1,01,2,5,02,259,0,2,,2,2,2,2,2,2,2,2,,10, , ,500,50, 
1264426303,1,01,2,5,03,260,0,2,,2,2,2,2,2,2,2,2,,3, , ,600,200, 
1264426303,1,01,2,5,04,263,0,2,,2,1,2,2,2,2,2,2,,14, , ,2100,150, 
1264426303,1,01,2,5,05,279,0,2,,2,1,2,2,2,2,1,2,,32, , ,2560,80, 
1264426306,1,01,1,4,01,140,1,2,,2,1,1,2,2,2,2,2,1,50, , ,450,9, 
1264426306,1,01,1,4,02,088,1,2,,2,1,2,2,2,2,2,2,1,12, , ,140,11.66, 
1264426306,1,01,1,4,03,040,1,2,,2,2,1,2,2,2,2,2,1,175, , ,3150,18, 
1264426306,1,01,1,4,04,199,1,2,,2,1,1,2,2,2,2,2,1,6, , ,360,60, 
1264426306,1,01,1,4,05,194,1,2,,2,2,2,2,2,2,1,2,1,30, , ,135,4.5, 
1264426306,1,01,1,5,01,250,0,2,,2,1,2,2,2,2,2,2,,22, , ,4400,200, 
1264426306,1,01,1,5,02,251,0,2,,2,2,2,2,2,2,2,2,,1, , ,250,250, 
1264426306,1,01,1,5,03,275,0,2,,2,1,2,2,2,2,2,2,,40, , ,3200,80, 
1264426306,1,01,1,5,04,246,0,2,,2,2,2,2,2,2,2,2,,2, , ,3000,1500, 
1264426507,1,01,1,6,01,438,0,,,2,2,1,2,2,2,2,2,,720, , ,14400,20, 
1264426507,1,02,1,4,01,140,1,1,,2,1,2,2,2,2,2,2,1,25, , ,190,7.6, 
1264426507,1,02,1,4,02,088,1,1,,2,1,2,2,2,2,2,2,1,18, , ,150,8.33, 
1264426507,1,02,1,4,03,194,1,1,,2,2,1,2,2,2,2,2,1,900, , ,1800,2, 
1264426508,1,03,1,4,01,140,1,2,,1,1,2,2,2,2,2,2,1,4000,3000, ,30400,7.6,22800
1264426508,1,03,1,4,02,088,1,2,,2,1,2,2,2,2,2,2,1,60, , ,500,8.33, 
1264426508,1,03,1,4,03,098,1,2,,1,1,2,2,2,2,2,2,1,37,30, ,2000,54.05,1600
1264426508,1,03,1,4,04,035,1,2,,1,2,1,2,2,2,2,2,1,1800,1740, ,39600,22,38280
1264426508,1,03,1,4,05,194,1,2,,2,2,1,2,2,2,2,2,1,3600, , ,7200,2, 
1264426508,1,03,1,4,06,198,1,2,,1,1,2,2,2,2,1,2,2,2500,2400, ,22500,9,21600
1264426508,1,03,1,4,07,152,1,2,,1,2,2,2,2,2,2,2,2,500,500, ,3000,6,3000
1264426511,1,01,1,4,01,140,1,1,,2,2,2,2,2,2,1,2,1,50, , ,380,7.6, 
1264426511,1,01,1,4,02,088,1,1,,2,2,2,2,2,2,1,2,1,12, , ,100,8.33, 
1264426511,1,01,1,4,03,194,1,1,,2,2,1,2,2,2,2,2,1,500, , ,1000,2, 
1264426512,1,01,1,4,01,140,2,2,1,,,,,,,,,, , , , , , 
1264426714,1,02,1,5,01,251,0,2,,2,2,2,2,2,2,2,2,,1, , ,200,200, 
1264426714,1,02,1,5,02,250,0,2,,2,1,2,2,2,2,2,2,,10, , ,2000,200, 
1264426714,1,02,1,5,03,263,0,2,,2,2,2,2,2,2,2,2,,13, , ,1040,80, 
1264426715,1,01,1,4,01,140,2,2,1,,,,,,,,,, , , , , , 
1264426715,1,01,1,4,02,200,1,2,,2,2,1,2,2,2,2,2,1,1000, , ,6000,6, 
1264426715,1,01,1,4,03,040,2,2,1,,,,,,,,,, , , , , , 
1264426715,1,01,1,5,01,251,0,2,,1,2,2,2,2,2,2,2,,10,5, ,2000,200,1000
1264426715,1,01,1,5,02,250,0,2,,1,1,2,2,2,2,2,2,,24,10, ,4800,200,2000
1264426715,1,01,1,5,03,262,0,2,,2,2,2,2,2,2,2,2,,7, , ,350,50, 
1264426715,1,01,1,5,04,259,0,2,,2,2,2,2,2,2,2,2,,12, , ,450,37.5, 
1264426715,1,01,1,5,05,242,0,2,,2,2,2,2,2,2,2,2,,6, , ,30000,5000, 
1264426715,1,01,2,6,01,407,0,,,1,1,2,2,2,2,1,2,,20160,1600, ,30240,1.5,2400
1264426715,1,02,1,6,01,438,0,,,2,2,1,2,2,2,2,2,,154, , ,910,5.9, 
1264426921,1,01,1,4,01,140,2,2,1,,,,,,,,,, , , , , , 
1264426921,1,01,1,4,02,040,2,2,1,,,,,,,,,, , , , , , 
1264426921,1,01,1,4,03,039,1,2,,2,1,2,2,2,2,2,2,2,20, , ,400,20, 
1264426921,1,01,1,4,04,088,1,2,,2,1,2,2,2,2,2,2,2,180, , ,1800,10, 
1264426921,1,01,1,4,05,133,1,2,,1,2,2,2,2,2,2,2,3,1520,1520, ,20000,13.16,20000
1264426921,1,01,1,4,06,194,1,2,,2,2,1,2,2,2,2,2,1,60, , ,300,5, 
1264426923,1,01,1,4,01,140,1,2,,1,1,1,2,2,2,2,2,1,4000,3500, ,24000,6,21000
1264426923,1,01,1,4,02,088,1,2,,2,1,2,2,2,2,2,2,1,60, , ,600,10, 
1264426923,1,01,1,4,03,194,1,2,,2,2,1,2,2,2,2,2,1,2000, , ,10000,5, 
1264426923,1,01,1,5,01,246,0,2,,1,2,2,2,2,2,2,2,,34,16, ,238000,7000,112000
1264426923,1,01,1,5,02,275,0,2,,2,1,2,2,2,2,2,2,,17, , ,20400,1200, 
1264427201,1,01,1,4,01,140,1,2,,2,1,2,2,2,2,2,2,1,300, , ,6000,20, 
1264427201,1,01,1,4,02,088,1,2,,2,1,2,2,2,2,2,2,1,40, , ,500,17, 
1264427201,1,01,1,4,03,098,2,2,1,,,,,,,,,, , , , , , 
1264427201,1,01,1,4,04,194,1,2,,2,2,1,2,2,2,2,2,1,500, , ,500,1, 
1264427203,1,01,1,4,01,140,1,2,,2,1,1,2,2,2,2,2,1,374, , ,5236,14, 
1264427203,1,01,1,4,02,088,1,2,,2,1,2,2,2,2,2,2,2,35, , ,200,6, 
1264427203,1,01,1,4,03,040,1,2,,2,1,1,2,2,2,2,2,2,400, , ,1000,3, 
1264427203,1,01,1,4,04,039,1,2,,2,1,2,2,2,2,2,2,2,6, , ,120,20, 
1264427203,1,01,1,4,05,098,1,2,,2,1,2,2,2,2,2,2,1,11, , ,360,33, 
1264427203,1,01,1,4,06,087,1,2,,2,1,2,2,2,2,2,2,1,12, , ,480,40, 
1264427203,1,01,1,4,07,194,1,2,,2,2,1,2,2,2,2,2,1,500, , ,3000,6, 
1264427204,1,01,1,4,01,140,1,2,,2,1,1,2,2,2,2,2,1,520, , ,7800,15, 
1264427204,1,01,1,4,02,098,1,2,,2,1,1,2,2,2,2,2,1,6, , ,210,35, 
1264427204,1,01,1,4,03,040,1,2,,2,1,1,2,2,2,2,2,1,80, , ,800,10, 
1264427204,1,01,1,4,04,088,1,2,,2,1,2,2,2,2,2,2,2,20, , ,400,20, 
1264427204,1,01,1,4,05,087,1,2,,2,1,2,2,2,2,2,2,2,15, , ,300,20, 
1264427204,1,01,1,4,06,194,2,2,6,,,,,,,,,, , , , , , 
1264427205,1,01,1,4,01,140,2,2,1,,,,,,,,,, , , , , , 
1264427205,1,01,1,4,02,040,2,2,1,,,,,,,,,, , , , , , 
1264427205,1,01,1,4,03,098,2,2,1,,,,,,,,,, , , , , , 
1264427205,1,01,1,5,01,254,0,2,,1,2,2,2,2,2,2,2,,13,1, ,12400,953.84,400
1264427205,1,01,1,5,02,246,0,2,,2,2,2,2,2,2,2,2,,1, , ,2500,2500, 
1264427206,1,01,1,4,01,140,1,2,,2,1,1,2,2,1,2,2,1,561, , ,7776,14, 
1264427206,1,01,1,4,02,088,1,2,,2,1,2,2,2,2,2,2,2,105, , ,600,6, 
1264427206,1,01,1,4,03,040,1,2,,2,1,1,2,2,2,1,2,2,300, , ,1000,3, 
1264427206,1,01,1,4,04,039,1,2,,2,1,2,2,2,2,2,2,2,24, , ,480,20, 
1264427206,1,01,1,4,05,098,1,2,,2,1,1,2,2,2,2,2,1,6, , ,240,40, 
1264427206,1,01,1,4,06,087,1,2,,2,1,2,2,2,2,2,2,1,15, , ,450,30, 
1264427206,1,01,1,4,07,194,1,2,,2,2,1,2,2,2,2,2,1,150, , ,900,6, 
1264427407,1,01,1,4,01,140,1,2,,2,1,1,2,2,2,2,2,1,650, , ,9750,15, 
1264427407,1,01,1,4,02,040,1,2,,2,1,1,2,2,2,2,2,1,250, , ,2500,10, 
1264427407,1,01,1,4,03,039,1,2,,2,1,2,2,2,2,2,2,2,20, , ,200,10, 
1264427407,1,01,1,4,04,229,1,2,,2,1,2,2,2,2,2,2,2,2, , ,40,20, 
1264427407,1,01,1,4,05,088,1,2,,2,1,2,2,2,2,2,2,2,15, , ,150,15, 
1264427407,1,01,1,4,06,194,1,2,,2,2,1,2,2,2,2,2,1,180, , ,900,5, 
1264427407,1,01,1,5,01,268,0,2,,2,2,2,2,2,2,2,2,,4, , ,40000,10000, 
1264427407,1,01,1,5,02,240,0,2,,2,2,2,2,2,2,2,2,,3, , ,9000,3000, 
1264427408,1,01,1,4,01,140,1,2,,2,1,2,2,2,2,2,2,1,390, , ,5850,15, 
1264427408,1,01,1,4,02,088,1,2,,2,1,2,2,2,2,2,2,2,40, , ,320,8, 
1264427408,1,01,1,4,03,040,1,2,,2,1,1,2,2,2,2,2,1,150, , ,1500,10, 
1264427408,1,01,1,4,04,039,1,2,,2,1,2,2,2,2,2,2,2,5, , ,100,20, 
1264427408,1,01,1,4,05,229,1,2,,2,1,2,2,2,2,2,2,2,5, , ,100,20, 
1264427408,1,01,1,4,06,194,2,2,6,,,,,,,,,, , , , , , 
1264427409,1,01,1,4,01,140,1,2,,2,1,1,2,2,2,2,2,1,780, , ,11700,15, 
1264427409,1,01,1,4,02,040,1,2,,2,1,1,2,2,2,2,2,1,300, , ,3000,10, 
1264427409,1,01,1,4,03,098,1,2,,2,1,1,2,2,2,2,2,1,50, , ,1750,35, 
1264427409,1,01,1,4,04,087,1,2,,2,1,2,2,2,2,1,2,2,180, , ,3600,20, 
1264427409,1,01,1,4,05,039,1,2,,2,1,2,2,2,2,2,2,1,60, , ,600,10, 
1264427409,1,01,1,4,06,229,1,2,,2,1,2,2,2,2,2,2,2,10, , ,200,20, 
1264427409,1,01,1,4,07,088,1,2,,2,1,2,2,2,2,2,2,2,240, , ,2400,10, 
1264427409,1,01,1,4,08,194,1,2,,2,2,1,2,2,2,2,2,1,240, , ,900,3.75, 
1264427410,1,01,1,4,01,140,1,2,,2,1,1,2,2,2,2,2,1,520, , ,7800,15, 
1264427410,1,01,1,4,02,088,1,2,,2,1,2,2,2,2,2,2,2,50, , ,500,10, 
1264427410,1,01,1,4,03,098,1,2,,1,1,1,2,2,2,2,2,1,200,100, ,7000,35,3500
1264427410,1,01,1,4,04,087,1,2,,2,1,2,2,2,2,2,2,2,5, , ,100,20, 
1264427410,1,01,1,4,05,040,1,2,,2,1,1,2,2,2,2,2,1,500, , ,5000,10, 
1264427410,1,01,1,4,06,039,1,2,,2,1,2,2,2,2,2,2,2,20, , ,200,10, 
1264427410,1,01,1,4,07,194,1,2,,2,2,1,2,2,2,2,2,1,1000, , ,3750,3.75, 
1264427411,1,01,1,4,01,140,1,2,,2,1,1,2,2,2,2,2,1,455, , ,6825,15, 
1264427411,1,01,1,4,02,088,1,2,,2,1,2,2,2,2,2,2,2,10, , ,100,10, 
1264427411,1,01,1,4,03,098,1,2,,2,1,1,2,2,2,2,2,1,70, , ,2450,35, 
1264427411,1,01,1,4,04,087,1,2,,2,1,2,2,2,2,2,2,2,6, , ,120,20, 
1264427411,1,01,1,4,05,040,1,2,,2,1,1,2,2,2,2,2,1,500, , ,5000,10, 
1264427411,1,01,1,4,06,039,1,2,,2,1,2,2,2,2,2,2,2,8, , ,160,20, 
1264427411,1,01,1,4,07,229,1,2,,2,1,2,2,2,2,2,2,2,4, , ,80,20, 
1264427411,1,01,1,4,08,194,1,2,,2,2,1,2,2,2,2,2,1,300, , ,1125,3.75, 
1264427411,1,01,1,5,01,250,0,2,,2,1,2,2,2,2,2,2,,11, , ,2200,200, 
1264427411,1,01,1,5,02,251,0,2,,2,2,2,2,2,2,2,2,,1, , ,200,200, 
1264427411,1,01,1,5,03,279,0,2,,2,1,1,2,2,2,2,2,,44, , ,4312,98, 
1264427412,1,01,1,4,01,140,1,2,,2,1,1,2,2,1,1,2,1,1274, , ,19110,15, 
1264427412,1,01,1,4,02,088,1,2,,2,1,2,2,2,2,2,2,2,180, , ,1800,10, 
1264427412,1,01,1,4,03,098,1,2,,1,1,1,2,2,1,2,2,1,105,35, ,3675,35,1225
1264427412,1,01,1,4,04,087,1,2,,2,1,2,2,2,2,2,2,2,91, , ,910,10, 
1264427412,1,01,1,4,05,040,1,2,,2,1,1,2,2,2,2,2,1,80, , ,800,10, 
1264427412,1,01,1,4,06,039,1,2,,2,1,2,2,2,2,2,2,2,30, , ,300,10, 
1264427412,1,01,1,4,07,229,1,2,,2,1,2,2,2,2,2,2,2,15, , ,150,10, 
1264427412,1,01,1,4,08,192,1,2,,2,1,2,2,2,2,2,2,2,30, , ,600,20, 
1264427412,1,01,1,4,09,194,1,2,,1,2,1,2,2,2,2,2,1,450,150, ,1687,3.74,562
1264427412,1,01,1,4,10,199,1,1,,2,1,1,2,2,2,2,2,1,10, , ,700,70, 
1264427412,1,01,1,5,01,250,0,2,,1,1,2,2,2,2,2,2,,25,15, ,5000,200,3000
1264427412,1,01,1,5,02,251,0,2,,1,2,2,2,2,2,2,2,,8,5, ,2000,250,1250
1264427412,1,01,1,5,03,263,0,2,,1,1,2,2,2,1,2,1,,40,12, ,7200,180,2160
1264427412,1,01,1,5,04,279,0,2,,1,1,1,2,2,2,2,2,,98,14, ,9604,98,1372
1264427412,1,01,1,5,05,262,0,2,,1,2,2,2,2,2,2,2,,80,15, ,4800,60,900
1264427412,1,01,1,5,06,254,0,2,,1,2,2,2,2,2,2,1,,22,13, ,8800,400,5200
1264427613,1,01,1,4,01,140,1,2,,2,1,1,2,2,2,2,2,1,200, , ,3000,15, 
1264427613,1,01,1,4,02,098,1,2,,2,1,1,2,2,2,2,2,1,10, , ,350,35, 
1264427613,1,01,1,4,03,040,1,2,,2,1,1,2,2,2,2,2,1,500, , ,5000,10, 
1264427613,1,01,1,4,04,088,1,2,,2,1,2,2,2,2,2,2,2,75, , ,750,10, 
1264427613,1,01,1,4,05,087,1,2,,2,1,2,2,2,2,2,2,2,10, , ,200,20, 
1264427613,1,01,1,4,06,039,1,2,,2,1,2,2,2,2,2,2,2,30, , ,300,10, 
1264427613,1,01,1,4,07,229,1,2,,2,1,2,2,2,2,2,2,2,30, , ,600,20, 
1264427613,1,01,1,4,08,194,1,2,,1,2,2,2,2,2,2,2,1,1500,1500, ,4500,3,4500
1264427614,1,02,1,4,01,140,1,2,,2,1,1,2,2,2,2,2,1,3200, , ,48000,15, 
1264427614,1,02,1,4,02,088,1,2,,2,1,2,2,2,2,2,2,2,50, , ,500,10, 
1264427614,1,02,1,4,03,098,1,2,,2,1,1,2,2,2,2,2,1,20, , ,700,35, 
1264427614,1,02,1,4,04,087,1,2,,2,1,2,2,2,2,2,2,2,20, , ,400,20, 
1264427614,1,02,1,4,05,040,1,2,,2,1,1,2,2,2,2,2,1,500, , ,5000,10, 
1264427614,1,02,1,4,06,039,1,2,,2,1,2,2,2,2,2,2,2,10, , ,100,10, 
1264427614,1,02,1,4,07,229,1,2,,2,1,2,2,2,2,2,2,2,5, , ,100,20, 
1264427614,1,02,1,4,08,194,1,2,,2,2,2,2,2,1,2,2,1,700, , ,2100,3, 
1264427615,1,01,1,4,01,140,1,2,,2,1,1,2,2,2,2,2,1,450, , ,6750,15, 
1264427615,1,01,1,4,02,098,2,2,3,,,,,,,,,, , , , , , 
1264427615,1,01,1,4,03,040,1,2,,2,1,1,2,2,2,2,2,1,150, , ,1500,10, 
1264427615,1,01,1,4,04,088,1,2,,2,1,2,2,2,2,2,2,2,25, , ,250,10, 
1264427615,1,01,1,4,05,087,1,2,,2,1,2,2,2,2,2,2,2,10, , ,200,20, 
1264427615,1,01,1,4,06,194,1,2,,1,2,2,2,2,2,2,2,1,450,750, ,2250,3,2250
1264427616,1,01,1,4,01,140,1,2,,2,1,1,2,2,2,2,2,1,260, , ,3900,15, 
1264427616,1,01,1,4,02,098,1,2,,2,1,1,2,2,2,2,2,1,20, , ,700,35, 
1264427616,1,01,1,4,03,040,1,2,,2,1,1,2,2,2,2,2,1,300, , ,3000,10, 
1264427616,1,01,1,4,04,088,1,2,,2,1,2,2,2,2,2,2,2,50, , ,500,10, 
1264427616,1,01,1,4,05,087,1,2,,2,1,2,2,2,2,2,2,2,20, , ,400,20, 
1264427616,1,01,1,4,06,229,1,2,,2,1,2,2,2,2,2,2,2,10, , ,200,20, 
1264427616,1,01,1,4,07,039,1,2,,2,1,2,2,2,2,2,2,2,25, , ,250,10, 
